ID,MASS,TYPE,NAME,ENGINE,LAUNCH,LENGTH,ORIGIN,WEIGHT,WARHEAD,DESIGNED,DIAMETER,GUIDANCE,PROPELLANT
8,"475 kg (1,047 lb)",Long-range air-to-air missile,R-40 (missile),,"MiG-25, MiG-31",6.29 m (20 ft 8 in)(radar guided) - 5.91 m (19 ft 5 in) (IR guided)[1],Soviet Union, 38–100 kg (84–220 lb), 38–100 kg (84–220 lb),1959,0.31 m (12 in),Inverse monopulse Semi-active radar homing (R-40RD)Infrared homing (R-40TD),
9,222 kg (489 lb),Medium air-to-air missile,R-23 (missile),,MiG-23,4.50 m (14 ft 9 in),Soviet Union, 25 kg (55 lb), 25 kg (55 lb),,223 mm (8.8 in),semi-active radar homing (R-23R/R-24R)infrared homing (R-23T/R-24T),1.04 m (3 ft 5 in)
10,44 kg (97 lb),Short-range lightweight infrared homing air-to-air missile,R-60 (missile),,"MiG-21, MiG-23, MiG-25, MiG-27, MiG-29, MiG-31, Su-15, Su-17, Su-20, Su-22, Su-24, Su-25, Yak-28, Yak-38, Yak-141, Mi-24, BAE Systems Hawk, L39ZA, J-22 Orao","2,090 mm (6 ft 10 in)",Soviet Union,TypeShort-range light infrared homing air-to-air missile,3 kg (6.6 lb),,120 mm (4.7 in),Infrared homing[1],
12,253 kg (558 lb),"Medium-range, air-to-air BVR missile; anti-radiation missile",R-27 (air-to-air missile),,"Su-27, Su-30, Su-33, Su-34, Su-35, Su-37, F-14 (done by Iran), MiG-23, MiG-29, Yak-141, local conversion as a surface-to-air missile in Yemen[8]",4.08 m (13.4 ft),Soviet Union, 39 kg (86 lb), 39 kg (86 lb),,230 mm (9.1 in),"semi-active radar homing (R-27R/ER), active-radar-homing (R-27EA), infrared homing (R-27T/ET), passive radiation homing (R-27P/EP)",
13,105 kilograms (231 lb),Short-range air-to-air missile,R-73 (missile),,,2.93 metres (9 ft 7 in),Soviet Union,,7.4 kilograms (16 lb),,165 millimetres (6.5 in),All-aspect infrared homing,
23,"32,700 kg"," numbers(1947–1955)
",ABM-1 Galosh,olid fuel rocket motor (3)w/ RD-O15T ramjetFirt tage: 4 x olid rocket booter RDTT 5S47[1]Second tage: 5D22 liquid rocket[2],A-35 Aldan[3],"19,800 mm",Soviet Union,,2–3 MegatonA-350 thermonuclear weapon,,"2,570 mm",Radar Command guidance,
27,"10,000  kg (22,000 lbs)"," numbers(1947–1955)
",53T6,2-tage olid fuel,silo[8][9],12 m,Soviet Union,,nuclear 10 kt,1978[1],1.8 m[2][3][4],,
172,"4,400 kg (9,700 lb) Scud A  5,900 kg (13,000 lb) Scud B  6,400 kg (14,100 lb) Scud C  6,500 kg (14,300 lb) Scud D"," numbers(1947–1955)
",Scud missile,,Launch weight,,Soviet Union,Launch,"Conventional high-explosive, Fragmentation, Chemical VX warhead",From 1950,0.88 m (2 ft 11 in),"Inertial guidance, Scud-D adds DSMAC terminal guidance",
303,"4,360 kg (9,610 lb)",Theatre ballistic missileShort-range ballistic missile,OTR-23 Oka,,Mobile TEL,7.53 m (24.7 ft),Soviet Union,,"Nuclear 50-100 kt, HE fragmentation, submunition, or chemical",From 1973,0.89 m (2 ft 11 in),Inertial with terminal topographic DSMAC active radar,
189,2.5 t (390 st)[1],Artillery rocket,9K52 Luna-M,,8 x 8 ZIL-135 missile launcher,"8,950–9,400 mm (352–370 in)[1]",Soviet Union, 420 - 457kg[1], 420 - 457kg[1],,544 mm (21.4 in)[1],,
214,"2,300 kg (5,100 lb)",Strategic SAM system,S-75 Dvina,,"Single rail, ground mounted (not mobile)","Firing range 6–56 km / 6–60 km / 6–66 km; Firing altitude 100–30,000 m / 100–35,000 m; Weight 2,406 kg;  10,806 mm; Warhead weight 197–201 kg",Soviet Union,"Firing range 6–56 km / 6–60 km / 6–66 km; Firing altitude 100–30,000 m / 100–35,000 m; Weight 2,406 kg; Length 10,806 mm;  197–201 kg","Firing range 6–56 km / 6–60 km / 6–66 km; Firing altitude 100–30,000 m / 100–35,000 m; Weight 2,406 kg; Length 10,806 mm;   197–201 kg",1953–1957,"Firing range 7–29 km; Firing altitude 3,000–25,000 m; Weight 2,163 kg; Length 10,726 mm; Warhead weight 190 kg;  500 mm / 654 mm",Radio control command guidance,Solid-fuel booster and a storable liquid-fuel upper stage
218," of a rocket, kg
",Long-range surface-to-air and anti-ballistic missile system,S-300 missile system,,,,Soviet Union,", kg"," , kg
",1967–2005[1],,Guidance,
219,"690 kg, (1500 lb), 715 kg (1589 lb)",Surface-to-air missile,Buk missile system,,§ System composition,"5,550 mm (18' 3"")",Soviet Union,Missile, 70 kg (150 lb),1972,"400 mm (15 3/4""); wingspan 860 mm (2' 10"")",Semi-active radar homing,Solid propellant rocket
151,"9.8 kg (21.6 lb) (Strela-2M missile)[2]  15 kg (33.1 lb) (system, ready to fire)[2]",,9K32 Strela-2,,,1.44 m (4 ft 9 in)[2],Soviet Union," 1.15 kg directed-energy blast fragmentation warhead (Strela-2M),[2] 370 g HE content"," 1.15 kg directed-energy blast fragmentation warhead (Strela-2M),[2] 370 g HE content",c. 1964,72 mm (2.8 in)[2],"Infra-red passive homing (AM-modulated reticle seeker head with uncooled PbS detector element), proportional navigation logic",
317,"51,900 kg (114,400 lb)",Intermediate-range ballistic missile,RSD-10 Pioneer,,Road-mobile TEL,21.5 m (71 ft),Soviet Union,,1 x 1.65 Mt or 3 x 550 kt,,2.18 m (7 ft 2 in),Inertial,
329,280 metric tons (280 long tons; 310 short tons),Ballistic missile,R-7 Semyorka,,Launches,,Soviet Union,,"A single KB-11-derived, 5,300–5,500 kg (11,700–12,100 lb), 7.27 m (23.9 ft) diameter, 3 to 5 Mt, thermonuclear warhead",From 1953,10.3 m (34 ft),,LOX/T-1
335,16.5 t (16.2 long tons; 18.2 short tons)[1],submarine-launched ballistic missile,R-21 (missile),,"Golf II-class, Hotel II-class submarines",13.0 m (42 ft 8 in)[1],Soviet Union,,single nuclear,,1.2 m (47 in)[1],inertial[1],
339,"84 tonnes (185,000 lb)"," numbers(1947–1955)
",R-39 Rif,,,16.1 metres (53 ft)[1] (8.4 metres (28 ft) without warhead),Soviet Union,,10[1],,2.4 metres (7.9 ft)[1],Astro-inertial guidance[2],
370,"45,100 kg (99,400 lb)",Intercontinental ballistic missile,RT-2,,RT-2 Test Launches,21.5 m (71 ft),Soviet Union,,,,1.7 m (5 ft 7 in),autonomous inertial guidance,
371,"50,100 kg (110,500 lb)"," numbers(1947–1955)
",RT-2PM Topol,,Road-mobile TEL,23.5 m (77 ft),Soviet Union,,1 x 800 kt or 1 x 1 Mt,,2.17 m (7 ft 1 in),"Inertial, autonomous",
382,"2,453 kg (5,408 lb)",Surface-to-air missile,2K11 Krug,V59 V-12 water-cooled dieel520 hp,,"8,784 mm (28 ft 10 in)",Soviet Union, 150 kg (330 lb), 150 kg (330 lb),1957,860 mm (2 ft 10 in),Radio command,kerosene fuelled ramjet
383,"7,100 kg (15,700 lb)",Surface-to-air missile,S-200 missile system,,,"10,800 mm (35.4 ft)",Soviet Union, 217 kg (478 lb), 217 kg (478 lb),1964,,semi-active radar homing seeker head,dual-thrust liquid-fueled rocket motor
385,170 kg,Surface-to-air missile,9K33 Osa,D20K300 dieel,9P35M2,3158 mm,Soviet Union, 16 kg[7], 16 kg[7],1960–1972,209.6 mm,RF CLOS,Solid propellant rocket motor
386,32 kg,Surface-to-air missile,9K31 Strela-1,"GAZ 41 V-8 water-cooled petrol140 hp at 3,400 rpm",,1803 mm,Soviet Union, 2.6 kg, 2.6 kg,,120 mm,photocontrast Lead(II) sulfide infrared homing seeker.[4] (sometimes reported also as IR seeker of 1–3 μm and/or 1–5 μm wavelength);,single-stage Solid-fuel rocket motor
387,41 kg,Surface-to-air missile,9K35 Strela-10,YaMZ-238 V dieel240 hp,,2190 mm,Soviet Union," [kg]
", 5 kg,1969–1976,120 mm,dual-mode passive 'photocontrast'/IR seeker,single-stage solid propellant rocket motor
388,", full system, ready to shoot",Man-portable air-defense systems (MANPADS),9K34 Strela-3,,,,Soviet Union,Missile : 10.3 kilograms (23 lb),,,,,
389,167 kilograms (368 lb),Surface-to-air missile,Tor missile system,V-12 dieel618 kilowatt (829 hp),9A331 combat vehicle,"2,900 millimetres (110 in)",Soviet Union, 15 kilograms (33 lb), 15 kilograms (33 lb),1975,235 millimetres (9.3 in),Radio command,Solid-fuel rocket
390,Missile weight: 10.8 kg (24 lb)  Full system: 17.9 kg (39 lb),Man-portable air-defense systems (MANPADS),9K38 Igla,Solid fuel rocket motor,,1.574 m (5.16 ft),Soviet Union,MassMissile : 10.8 kg (24 lb)  Full system: 17.9 kg (39 lb)," type
",,72 mm,Dual waveband infra-red (S-version)[4],
393,"1,844 kg (4,065 lb)",Naval Medium Range SAM system,M-11 Shtorm,,"Twin rail, Naval Mount with below deck magazine.",610 cm (240 in),Soviet Union, 80 kg (180 lb), 80 kg (180 lb),1959–1966,,,
403,"135,710 kg (299,190 lb)",Intercontinental ballistic missile,UR-200,,Launches,,Soviet Union,,Nuclear warhead,1962,3 m (9.8 ft),Inertial,N2O4 / UDMH
421,"2,700 kg (6,000 lb)",Supercavitating torpedo,VA-111 Shkval,Solid-fuel rocket,533 mm (21 in) torpedo tubes,"8,200 mm (26 ft 11 in)",Soviet Union, 210 kg (460 lb), 210 kg (460 lb),1960s–70s,533 mm (21 in),GOLIS autonomous inertial guidance,Solid-fuel
434,"2,000 kg (4,400 lb) Scarab A  2,010 kg (4,430 lb) Scarab B"," numbers(1947–1955)
",OTR-21 Tochka,,BAZ-5921 [ru] Mobile TEL,"6,400 mm (250 in)",Soviet Union,,"Chemical, 100 kt nuclear warhead, EMP, or fragmentation filling",,650 mm (26 in),"Inertial guidance, Tochka-R added passive radar against radar installations",
437,"2,580 kg (5,690 lb)",Anti-ship missile,P-15 Termi,"Liquid-propellant rocket, olid-propellant rocket booter","naval ships, ground launch",5.8 m (19 ft),Soviet Union,,"454 kg (1,001 lb) hollow charge high explosive",,0.76 m (2 ft 6 in),"INS, active radar homing, supplemented in some with infrared homing",
438,"4,800 kg (10,600 lb)",Cruise missile  Surface-to-surface missileSubmarine-launched cruise missile,P-500 Bazal,turbojet,Echo II & Juliett-class submarinesKiev-class aircraft carrier & Slava-class cruiser,11.7 meters,Soviet Union," 1,000 kg (2,205 lb) (P-500)"," 1,000 kg (2,205 lb) (P-500)",1963-1974,0.88 meters,"Semi-active radar homing, terminal active radar homing",
439,,Warhead≥5 kt thermonuclear warhead or a  40 torpedo,RPK-2 Vyuga,,"Akula, Oscar, Typhoon, Alfa, Delta, Kilo, Borei",,Soviet Union, 2445 kg, 2445 kg,1960s,,Inertial guidance,solid fuel rocket
440,,Submarine-launched ballistic missile,R-31 (missile),,,,Soviet Union,,,,,,
612,"4,500 kg (9,900 lb)",Anti-ship missile,P-270 Moski,Four ramjet (olid fuel rocket on air-to-urface verion),"naval ships, fixed-wing aircraft, coastal and road mobile transporter erector launcher",9.745 m (31 ft 11.7 in),Soviet Union,,300 kg (660 lb) overall 150 kg (330 lb) explosive or 120 kt TNT fission-fusion thermonuclear weapon[citation needed],,0.8 m (31 in),inertial guidance plus terminal active radar homing,
621,10.9 kg (9M14M) 11.4 kg (9M14P1) 12.5 kg (Malyutka-2) ~12 kg (Malyutka-2F) 30.5 kg (Launcher and guidance)[4][5],Anti-tank missile,9M14 Malyutka,,Mass10.9 kg (9M14M) 11.4 kg (9M14P1) 12.5 kg (Malyutka-2) ~12 kg (Malyutka-2F) 30.5 kg (Launcher and guidance)[4][5],"860 mm 1,005 mm combat ready (Malyutka-2)",Soviet Union," 2.6 kg (9M14M, 9M14P1) 3.5 kg (Malyutka-2, Malyutka-2F)"," 2.6 kg (9M14M, 9M14P1) 3.5 kg (Malyutka-2, Malyutka-2F)",1961–1962,125 mm,"MCLOS, SACLOS (Later variants)",
626,"Kh-29L :660 kg (1,460 lb) [3]Kh-29T :685 kg (1,510 lb) [3]Kh-29TE :690 kg (1,520 lb) [3]",air-to-surface missile,Kh-29,,"Kh-29L&T: MiG-27K,[3] MiG-29,[3]Su-22[3],Su-27UB,[3] Su-30MK,[3] Su-39[3],",Kh-29L/T :390 cm (12 ft 10 in)[3]Kh-29TE :387.5 cm (12 ft 9 in)[3],Soviet Union, 320 kg (705 lb)[1], 320 kg (705 lb)[1],1975,38.0 cm (15.0 in) [3],Kh-29L: semi-active laser guidanceKh-29T/TE : passive homing TV guidanceKh-29D : infrared homing guidance (IIR)[6][7]Kh-29MP : active radar homing[8],
629,"Kh-31A :610 kg (1,340 lb)[2]Kh-31P :600 kg (1,320 lb)[2]",Medium-range air-to-surface missile,Kh-31,"Solid fuel rocket in initial tage, ramjet for ret of trajectory","Both : Su-27SM, Su-30MKI, Su-25, Su-34, Su-35, MiG-29M, HAL Tejas, MiG-29K, Su-24M[6]  Kh-31A only : Su-33",Mod 1 : 4.700 m (15 ft 5.0 in)[3]Mod 2 (AD/PD) : 5.3 m (17 ft 5 in)[4],Soviet Union, Kh-31A :94 kg (207 lb)[2]Kh-31P :87 kg (192 lb) [2], Kh-31A :94 kg (207 lb)[2]Kh-31P :87 kg (192 lb) [2],,360 mm (14 in)[2],Kh-31A: inertial guidance with active radar homing[2]Kh-31P: inertial with passive radar,Kerosene
782,"1,650 kg (3,640 lb) (Kh-65SE)[3]2,400 kg (5,300 lb) (Kh-101)[4]",Air-launched cruise missile,Kh-55,,"Tu-95MS, Tu-160, Su-34[6]",604 cm (19 ft 10 in) (Kh-65SE)[3]745 cm (24 ft 5 in) (Kh-101)[4],Soviet Union,,Thermonuclear weapon or Conventional warhead,1971–1981,51.4 cm (20.2 in) (Kh-55/Kh-55SM),"inertial guidance with Doppler radar/terrain map updates; Kh-SD had a TC/IIR terminal guidance system, and an alternative active radar homing seeker was proposed",jet fuel
675,"7,700 lb (3,500 kg)",Anti-shipping missile,P-70 Ametis,,Charlie-I & Papa class SSGNs,23 ft (7 m),Soviet Union," 1,170 lb (530 kg)"," 1,170 lb (530 kg)",,,"Inertial guidance, terminal active radar homing",Solid fuel
676,"520 kg (1,150 lb)[2] (air version)610 kg (1,340 lb)[2] (surface & heli version)",Air-to-surfaceSurface-to-surface missileCruise missileAnti-ship missile,Kh-35,R95TP-300 Turbofan[3][4]360 kgf,"Tupolev Tu-142, Su-24, MiG-29M/K, Sukhoi Su-35, Su-27SM, Su-30MKI//Su-30SM, Su-34, HAL Tejas, Ka-27, Ka-28,[2][7] Ka-52, Su-57,[citation needed] also ships and boats, coastal, ALCM, TEL variants.",,Soviet Union, 145 kg (320 lb)[2],,1983-2003,,Guidance,kerosene
678,14.6 kg (32 lb) (Missile weight) 22.5 kg (50 lbs) (9P135 launching post)[4],Anti-tank missile,9M113 Konkurs,Solid-fuel rocket,"Individual, vehicle","1,150 mm (45 in)875 mm (34.4 in) without gas generator",Soviet Union,Mass14.6 kg (32 lb) (Missile ) 22.5 kg (50 lbs) (9P135 launching post)[4],2.7 kg (6.0 lb) 9N131 HEAT,1970,135 mm (5.3 in),Wire-guided SACLOS,
679,12.5 kg (28 lb) (missile weight)22.5 kg (50 lb) (9P135 launching post)[6],Anti-tank weapon,9K111 Fago,,Launch tube weight,"1,100 mm (3 ft 7 in)",Soviet Union,Launch tube,,1962,120 mm (4.7 in),SACLOS wire-guided missile,
682,,ATGM-vehicle,9K114 Shturm,,,,Soviet Union,,,,,,
691,27 kilograms (60 lb),Anti-tank missile,9M17 Fleyta,Solid fuel rocket,"Mi-4, Mi-8, Mi-24, Mi-25, BRDM-1, BRDM-2","1,160 mm (46 in)",Soviet Union, 5.4 kg (12 lb), 5.4 kg (12 lb),,148 mm (5.8 in),Radio command,
692,49.5 kg (109 lb),Anti-tank guided missile,9M120 Ataka,,Launch weight,,Soviet Union,Launch,,1980,,Radio command link SACLOS,
693,45 kg,Air-launched anti-tank missile,9K121 Vikhr,Solid-fuel rocket,Helicopters,2.80 m,Soviet Union,,"8–12 kg tandem HEAT charge, armor penetration behind ERA, 1,000 mm[3]",,130 mm,Laser beam riding,Solid fuel
702,Kh-25ML :299 kg (659 lb)[1]Kh-25MP :315 kg (694 lb)[2],tactical air-to-surface missile,Kh-25,,"MiG-21,[4] MiG-23/27,[4] MiG-29,[4] Ka-52, Su-17/20/22,[4] Su-24,[4] Su-25,[4] Su-27,[4] Yakovlev Yak-130 Kh-25MP : MiG-23/27,[5] Su-17/22,[5] Su-24,[5] Su-25[5] Ka-50[4]",Kh-25ML :370.5 cm (12 ft 2 in)[1]Kh-25MP 1VP :425.5 cm (167.5 in)[2]Kh-25MP 2VP :435.5 cm (171.5 in)[2],Soviet Union," Kh-25MP :89.6 kg (198 lb),[2] Kh-25MR :140 kg (309 lb)[3]"," Kh-25MP :89.6 kg (198 lb),[2] Kh-25MR :140 kg (309 lb)[3]",1971–75,27.5 cm (10.8 in)[1],"Laser guidance, passive radar, TV guidance, IIR, Satellite guidance, active radar homing depending on variant",
834,"720 kg (1,590 lb)[2]",air-launched anti-radiation missile,Kh-28,,"Su-17M/Su-20/Su-22M, Su-24M, Tu-16, MiG-25BM, MiG-27, Tu-22M[4]",597 cm (19 ft 7 in)[2],Soviet Union, 160 kg (353 lb)[2], 160 kg (353 lb)[2],,43 cm (16.9 in)[2],Inertial guidance with passive radar seeker[1],
837,,Strategic SAM system,S-25 Berku,,,,Soviet Union,,,1950,,,
840,5.5 kg (12 lb);6.3 kg (14 lb) (w/ container)  10.2 kg (launching post)[1],Anti-tank missile,9K115 Metis,,,740 mm (29 in),Soviet Union, 2.5 kg (5.5 lb), 2.5 kg (5.5 lb),,94 mm (4 in),Wire-guided SACLOS,
841,A921 :287 kg (633 lb)[3],ASM,Kh-23 Grom,,"Yak-38,MiG-21PFM, MiG-23, MiG-27,Su-17M3/20/22/22M3/M4,[3]",A921 :3.525 m (11 ft 7 in)[3],Soviet Union, 111 kg (245 lb)[3], 111 kg (245 lb)[3],,27.5 cm (10.8 in)[3],Kh-66 :Line-Of-Sight Beam ridingKh-23 :Radio command guidanceGrom-B :TV guidance,
846,8.7 t (9.6 short tons),Rocket artillery,BMD-20,92 hp (69 kW),,7.2 m (24 ft),Soviet Union,Power/10.6 hp/t,,1947–1951,,,
847,"13.71 tonnes (30,225 lb)"," 90A
",BM-21 Grad,V8 gaoline ZiL-375180 hp (130 kW),,,Soviet Union,," 
",1963,,,
884,"3,000 kg (6,614 lb)"," numbers(1947–1955)
",KS-1 Kome,RD-500K turbojet,Tupolev Tu-16 'Badger'  Tupolev Tu-4 (K variant only),8.29 m (27 ft 2 in),Soviet Union,,600 kg (1300 lb) High Explosive,,1.20 m (3 ft 11 in),"initial - inertial guidance, terminal -  active radar homing",
885,"4,533 kg (9,994 lb)",anti-ship missile,K-10S,"Lyulka AL-5 RD-9FK,[2] Mikulin M-9FK[1]",Tu-16K-10 Badger C,9.75 m (384 in),Soviet Union," 1,000 kg (2,200 lb)"," 1,000 kg (2,200 lb)",1955,1 m (39 in),inertial with terminal active radar homing,
886,"12,000 kg (26,000 lb) at launch",Nuclear cruise missile,Kh-20,"Lyulka AL-7FK turbojet67.1 kN (15,100 lbf)",Tu-95,14.95 m (49.0 ft),Soviet Union,,Thermonuclear warhead,,1.81 m (5 ft 11 in),Inertial guidance/radio command guidance,jet fuel
887,"5,820 kg (12,800 lb)",Anti-ship missile,Kh-22,R-201 liquid-fuel rocket,"Tu-22M, Тu-22К, Тu-95К22",11.65 m (38.2 ft),Soviet Union,,"1,000 kg (2,205 lb) RDX or 350–1,000 kt (1.5–4.2 PJ) thermonuclear weapon",,92 cm (36 in),Inertial guidance followed by terminal active radar homing,Tonka-250 and IRFNA
888,"4,077 kg",Cruise missile,KSR-2,"S2.721V two mode rocket motor1,200 kgp / 700 gbp",,8.647 m,Soviet Union, 1000 kg, 1000 kg,1958,1.0 m,Inertial guidance followed by terminal active radar homing,
891,"1,200 kg (2,650 lb)"," numbers(1947–1955)
",Kh-15,olid-fuel RDTT-160,"Tu-22M3, [1]",478 cm (15 ft 8 in),Soviet Union, 150 kg (331 lb), 150 kg (331 lb),1974–1980,45.5 cm (17.9 in),"inertial guidance, active radar homing, or anti-radiation missile",
895,,Air-to-surface missileAnti-ship missile,Kh-45,,,,Soviet Union,,,,,,
903,23.2 kg,Anti-tank missile,9K112 Kobra,"A 125 mm calibre 9K112 ""Kobra"" anti-tank round. From the collection of the Military Hitorical Mueum of Artillery, er & Signal Corp - St. Peterburg, Ruia.",,,Soviet Union, 4.5 kg, 4.5 kg,1970s,,SACLOS radio,
915,"33,000–45,000 kg (73,000–100,000 lb)"," numbers(1947–1955)
",A-135 anti-ballistic missile system,"2-tage, olid-fuel","silo, launcher(?)[2][3]",19.8 m[1],Soviet Union,,,1978,2.57 m[1][2],,
927,"3,180 kg (7,010 lb)",Anti-ship missile,P-120 Malakhi,,"Nanuchka and Sarancha, Charlie-II",8.84 m (29.0 ft),Soviet Union," total 840 kg (1,850 lb) HE 500 kg/1102 lb"," total 840 kg (1,850 lb) HE 500 kg/1102 lb",,76.2 cm (30.0 in),,"Turbojet, solid fuel"
928,"3,930 kg (8,660 lb)",Anti-submarine/ship missile,Metel Anti-Ship Comple,,"Kresta II, Kara, Krivak 1 & 2, Udaloy I, Kirov",7.2 m (24 ft) (85R missile),Soviet Union,,Various ASW torpedoes or nuclear depth charge.  Later multi purpose torpedoes and 185 kg shaped charge warhead against ships.,1960s,,Radio command via helicopter or other external guidance plus an IR seeker.,solid fuel rocket
929,"1,700 kg (3,750 lb)",surface/sub-launched nuclear cruise missile,RK-55,,"Akula, Sierra II, Victor III, Yankee Notch, and Yasen-class submarines, TEL",809 cm (26 ft 7 in),Soviet Union,,Conventional   Nuclear,1975,51 cm (20.1 in),Sprut inertial guidance plus TERCOM,
985,,Artillery rocket system,2K1 Mars,,,,Soviet Union,,,,,ballistic,
999,"5,323 kg (11,735 lb)",Multiple rocket launcher,BM-14,GAZ-51 70 HP6-cylinder petrol,,CaliberDiameter: 140 mm (5.5 in): 1 m (3 ft 3 in)Weight: 39.6 kg (87 lb),Soviet Union,,,1950,Caliber: 140 mm (5.5 in)Length: 1 m (3 ft 3 in)Weight: 39.6 kg (87 lb),,
1001,"20 tonnes (44,092 lbs)",Multiple rocket launcher,BM-27 Uragan,"Two engine, with eparate gearboxe and drive haft, that are longitudinally mounted, one on each ide of vehicle immediately behind cab",,,Soviet Union,,,1970s,,,
1003,"45.3 t (100,000 lb)",Multiple rocket launcher,TOS-1,V-84 Dieel840 hp (630 kW),,9.5 m (31 ft 2 in),Soviet Union,,,1988,,,
896,"3,000 kg (6,614 lb)",Cruise missileAir-launched cruise missileSubmarine-launched cruise missileAnti-ship missileSurface-to-surface missileLand-attack missile,P-800 Oniks,Ramjet4 ton of thrut,"coastal installations, naval ships, Fixed-wing aircraft",8.9 m (29.2 ft),Soviet Union / Russia,,"national ver. 300 kg semi-armour piercing HE, thermonuclear; for export 200 kg semi-armour piercing HE[4]",,0.7 m (2.3 ft),"midcourse inertial guidance, active radar homing-passive radar seeker head",jet fuel
988,"15,500 kg (34,200 lb) (Kashtan)[1]12,500 kg (27,600 lb) (Kashtan-M)[1]",Close-in weapon system,Kashtan CIWS,,,,"Soviet Union, Russia","Shell 0.39 kg (0.86 lb) (HEIF, FT)[6]0.30 kg (0.66 lb) (APDS-T)[6]",Continuous-rod w/ frag layer[1][2][4],Late 1970s–?,,,
384,600 kg,Surface-to-air missile training target imitator system,2K12 Kub,,2P25 TEL,"5,841 mm",Soviet Union/ Russia, 59 kg,no,1958–1967,335 mm,semi-active radar homing,integral rocket motor/ramjet booster and sustainer motor
306,"7,000 kg (15,400 lb)",Long-range anti-ship cruise missileSurface or submarine launched,P-700 Grani,turbojet and ramjet probable,Oscar-class submarinesKirov-class battlecruiser & Kuznetsov-class aircraft carrier,10 m (33 ft),Soviet Union/Russia," 750 kg (1,653 lb)"," 750 kg (1,653 lb)",1970s,0.85 m (33 in),"Inertial guidance, active radar homing with home-on-jam, and Legenda satellite targeting system (believed to be nonfunctional after the fall of the USSR)",
625,"930 kg (2,050 lb)[1]",Cruise missileAir-launched cruise missileAir-to-surface missileAnti-ship missileLand-attack missile,Kh-59,Kh-59: two-tage rocketKh-59ME: rocket then R95TP-300[3] turbojet/turbofan,"Kh-59ME: Su-30MK[1]Kh-59: Su-24M, MiG-27, Su-17M3/22M4, HAL Tejas, Su-30 MKI Su-25 and Su-30[5]Kh-59MK2: Su-57[6]",570 cm (220 in)[1],Soviet Union/Russia, 320 kg (705 lb)[2], 320 kg (705 lb)[2],,38.0 cm (15.0 in)[1],"Inertial guidance (then TV guidance), millimeter wave active radar homing (Kh-59MK, Kh-59MK2 land attack version)[4]",
890,"650 kg (1,430 lb)[4]","air-launched anti-radiation missile, surface-to-surface missile",Kh-58,,"Su-24M,[1] Mig-25BM,[1] Su-22M4,[4] Su-25TK,[4] Su-30MK[5]",480 cm (15 ft 9 in)[4],Soviet Union/Russia, 149 kg (328 lb)[4], 149 kg (328 lb)[4],1970s,38 cm (15.0 in)[4],Inertial with passive radar seeker[1],
926,"32,800 kg (72,300 lb)",SLBM,R-29 Vysota,,,13.2 m (43 ft),Soviet Union/Russia,,,,1.8m,astro-inertial,liquid[1]
622,,Anti-tank guided missile,9M117 Bastion,,,,Soviet UnionRussia,,,,,,
342,820–810 kg (with boosters),Surface to surface missileAir to surface missileAnti-ship missileLand-attack missile,RBS 15,turbojet,"naval ships, aircraft and land-based missile launchers",4.35 m,Sweden,,200 kg HE blast and pre-fragmented warhead.,,50 cm,"inertial, GPS, terminal active radar homing (J band)",
344,87 kg (stand + sight + missile),Short-range Air Defense (SHORAD)Man-portable air-defence system (MANPADS),RBS 70,Booter and utainer with mokele olid propellant,"tripod, weapon platform (ASRAD-R) and warship",1.32 m,Sweden,,"1.1 kg combined with 3,000 tungsten spheres and shaped charge",,106 mm,Laser beam riding missile,
1035,12.5 kg (28 lb)[15],Anti-tank guided missile,NLAW,,Man-portable launcher[4],102 cm (3 ft 4 in)[4],Sweden / United Kingdom[1][2][3][4], 1.8 kg (4.0 lb)[18], 1.8 kg (4.0 lb)[18],1999–2008[4][7],150 mm (5.9 in)[4],PLOS (Predicted Line Of Sight)[15],
365,"Missile: 400 kg, Carrier wagon without Missile: 4000 kg",Surface-to-air missile,RSA (missile),nitric acid and keroene,vehicle or trailer,,Switzerland,,40 kg warhead,1946 - 1958,40 cm,Beam-riding,
367,"missile: 400 kg, Carrier wagon: 4700 kg, Communication/steering wagon: 5500 kg",Surface-to-air missile,RSD 58,nitric acid / keroene mixture,vehicle or trailer,6 m (19 ft 8 in),Switzerland,,40 kg warhead,1958,400 mm (15.7 in),Beam-riding,
368,missile: 800 kg (empty 360 kg),Surface-to-air missile,RSE Kriens,Solid fuel rocket motor,vehicle or trailer,5.4 m (17 ft 9 in),Switzerland,,70 kg warhead,1959,42 cm (1 ft 5 in),Beam-riding,
29,15.8 tonnes,Self-propelled anti-aircraft and anti-tank missile system,Air defense anti-tank system,6-cylinder two-troke dieel General Motor/Detroit Dieel 6V53212 hp (158 kW),,4.86 m,Switzerland / United States,Power/13 hp/tonne,,,,,
295,14.1 kg,Anti-tank missile,Mosquito (missile),,,1110 mm,SwitzerlandWest Germany, 4 kg, 4 kg,1959-1964,,MCLOS,
157,10 kg (Cobra) 10.3 kg (Cobra 2000) 11.2 kg (Mamba),Anti-tank missile,Cobra (missile),,,950 mm (Cobra) 952 mm (Cobra 2000) 995 mm (Mamba),SwitzerlandWest Germany,,,1954,"100 mm (Cobra, Cobra 2000) 120 mm (Mamba)",MCLOS system,
